10,low
23,low
23,low
24,low
10,low
25,low
23,low
22,low
24,low
22,low
10,low
26,low
1,low
10,low
24,low
22,low
23,low
24,low
1,low
1,low
28,low
24,low
22,low
22,ok
24,low
24,low
24,low
24,low
22,low
10,low
22,low
24,low
22,low
20,low
22,low
25,low
20,low
24,low
24,low
23,low
24,low
17,low
22,low
29,low
26,low
1,low
24,low
17,low
23,low
10,low
22,low
23,low
25,low
15,low
10,low
10,low
24,low
24,low
22,low
25,low
24,low
10,low
17,low
10,low
24,low
22,low
19,low
20,low
22,low
25,low
23,low
25,low
23,low
24,low
24,low
25,low
17,low
24,low
25,low
23,low
24,low
24,low
22,low
17,low
24,low
2,low
20,low
22,low
23,low
24,low
24,low
24,low
22,low
28,low
24,low
24,low
25,low
22,low
24,low
23,low
10,low
25,low
1,low
28,low
17,low
24,low
24,low
17,low
24,low
24,low
2,low
22,low
2,low
1,low
23,low
22,low
26,low
10,low
22,low
22,low
17,low
10,low
22,low
23,low
26,low
20,low
15,low
25,low
25,low
22,low
10,low
24,low
24,low
19,low
22,low
22,low
22,low
24,low
24,low
27,low
25,low
17,low
24,low
10,low
27,low
17,low
23,low
24,low
24,low
20,low
10,low
24,low
1,low
17,low
20,low
28,low
25,low
26,low
24,low
24,low
24,low
22,low
24,low
1,low
28,low
27,low
19,low
22,low
1,low
24,low
24,low
23,low
25,low
26,low
25,low
22,low
17,low
26,low
24,low
25,low
23,low
22,low
25,low
23,low
23,low
22,low
25,low
24,low
17,low
24,low
25,low
23,low
19,low
24,low
23,low
10,low
24,low
23,low
28,low
23,low
23,low
28,low
23,low
26,low
20,low
24,low
24,low
24,low
1,low
1,low
23,low
10,low
24,low
23,low
24,low
22,low
23,low
24,low
23,low
23,low
10,low
25,low
24,low
26,low
24,low
29,low
23,low
22,low
1,low
23,low
1,low
26,low
10,low
23,low
24,low
23,low
17,low
24,low
25,low
24,low
23,low
17,low
24,low
22,low
22,low
24,low
24,low
10,low
24,low
26,low
24,low
25,low
25,low
24,low
10,low
15,low
22,low
25,low
25,low
25,low
43,low
24,low
23,low
27,low
24,low
24,low
28,low
25,low
19,low
27,low
22,low
24,low
10,low
27,low
27,low
22,low
28,low
10,low
28,low
17,low
10,low
28,low
23,low
17,low
22,low
24,low
1,low
17,low
23,low
25,low
1,low
23,low
20,low
22,low
25,low
22,low
23,low
25,low
24,low
22,low
22,ok
24,low
1,low
24,low
24,low
23,low
26,low
24,low
24,low
22,low
24,low
23,low
24,low
24,low
28,low
23,low
25,low
24,low
24,low
24,low
24,low
10,low
24,low
2,low
27,low
23,low
22,low
24,low
25,low
26,low
24,low
23,low
2,low
23,low
23,low
19,low
2,low
10,low
24,low
24,low
24,low
17,low
23,low
43,low
25,low
22,low
24,low
17,low
22,low
20,low
23,low
25,low
23,low
29,low
25,low
22,low
10,low
24,low
24,low
10,low
24,low
17,low
24,low
17,low
25,low
25,low
23,low
26,low
10,low
22,low
1,low
17,low
24,low
10,low
17,low
26,low
25,low
25,low
2,low
20,low
24,low
26,low
25,low
26,low
22,low
24,low
28,low
24,low
10,low
25,low
23,low
22,low
23,low
1,low
28,low
28,low
23,low
23,low
23,low
26,low
23,low
22,low
20,low
24,low
20,low
10,low
24,low
23,low
10,low
23,low
1,low
24,low
22,low
1,low
24,low
24,low
24,low
23,low
24,low
24,low
1,low
23,low
25,low
24,low
1,low
26,low
25,low
23,low
24,low
23,low
22,low
17,low
22,low
23,low
10,low
24,low
24,low
23,low
25,low
23,low
22,low
23,low
1,low
24,low
23,low
22,low
10,low
22,low
23,low
25,low
22,low
26,low
24,low
24,low
24,low
22,low
24,low
25,low
26,low
24,low
10,low
23,low
24,low
24,low
25,low
26,low
24,low
20,low
10,low
24,low
24,low
23,low
23,low
24,low
22,low
24,low
24,low
28,low
28,low
22,low
23,low
24,low
10,low
24,low
24,low
25,low
22,low
25,low
24,low
10,low
10,low
20,low
28,low
27,low
24,low
25,low
23,low
24,low
1,low
28,low
24,low
19,low
17,low
17,low
25,low
24,low
24,low
23,low
28,low
24,low
24,low
24,low
25,low
24,low
19,low
25,low
17,low
26,low
24,low
22,low
22,low
17,low
10,low
17,low
17,low
27,low
24,low
22,low
24,low
25,low
23,low
22,low
15,low
25,low
27,low
23,low
23,low
24,low
24,low
26,low
26,low
17,low
17,low
23,low
24,low
43,low
24,low
27,low
28,low
26,low
24,low
24,low
19,low
25,low
28,low
24,low
24,low
24,low
24,low
24,low
25,low
17,low
25,low
24,low
2,low
27,low
24,low
25,low
23,low
26,low
26,low
24,low
2,low
24,low
26,low
23,low
22,low
25,low
23,low
22,low
25,low
17,low
17,low
24,low
28,low
1,low
24,low
28,low
28,low
23,low
23,low
23,low
22,low
24,low
1,low
23,low
26,low
23,low
23,low
23,low
10,low
23,low
10,low
28,low
20,low
1,low
17,low
24,low
1,low
24,low
23,low
27,low
24,low
26,low
20,low
10,low
25,low
28,low
24,low
24,low
24,low
24,low
24,low
10,low
26,low
1,low
23,low
24,low
22,low
24,low
24,low
23,low
10,low
24,low
22,low
24,low
24,low
1,low
15,low
24,low
24,low
20,low
24,low
22,low
10,low
25,low
17,low
25,low
28,low
17,low
24,low
24,low
28,low
25,low
23,low
23,low
23,low
22,low
24,low
23,low
24,low
24,low
24,low
22,low
24,low
17,low
43,low
22,low
10,low
23,low
23,low
10,low
28,low
22,low
24,low
24,low
24,low
10,low
10,low
23,low
17,low
24,low
26,low
15,low
25,low
24,low
2,low
24,low
24,low
26,low
24,low
24,low
1,low
24,low
17,low
24,low
22,low
24,low
26,low
25,low
24,low
1,low
25,low
25,low
24,low
23,low
23,low
24,low
22,low
1,low
23,low
24,low
23,low
20,low
24,low
25,low
22,low
26,low
22,low
24,low
24,low
22,low
10,low
22,low
26,low
27,low
24,low
25,low
22,low
20,low
25,low
22,low
24,low
23,low
26,low
28,low
10,low
23,low
24,low
22,low
20,low
24,low
24,low
19,low
17,low
25,low
24,low
25,low
10,low
17,low
26,low
24,low
17,low
24,low
26,low
23,low
23,low
43,low
26,low
24,low
24,low
17,low
28,low
27,low
26,low
10,low
2,low
17,low
17,low
24,low
27,low
22,low
24,low
25,low
10,low
27,low
24,low
10,low
24,low
17,low
24,low
24,low
10,low
1,low
24,low
28,low
10,low
24,low
17,low
20,low
23,low
1,low
28,low
1,low
24,low
22,low
28,low
23,low
28,low
10,low
10,low
22,low
23,low
24,low
24,low
24,low
27,low
28,low
23,low
23,low
1,low
15,low
24,low
24,low
24,low
26,low
23,low
10,low
24,low
23,low
26,low
1,low
23,low
22,low
25,low
10,low
23,low
24,low
24,low
17,low
24,low
10,low
22,low
17,low
26,low
10,low
24,low
15,low
27,low
23,low
23,low
10,low
24,low
24,low
22,low
2,low
22,low
28,low
24,low
28,low
25,low
10,low
23,low
10,low
23,low
22,low
24,low
24,low
24,low
43,low
